,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Origem,Matrícula,Valor Fixo,Série
2991,2016,Classe 1,Diesel,Usados,8075599831,Peugeot,120 cv,150 000 km,Carrinha,Manual,Nacional,,Sim,
2992,2014,,Gasolina,Usados,8069476287,Renault,115 cv,82 800 km,Coupé,Manual,,,,
2993,2007,,Diesel,Usados,8069482855,Suzuki,75 cv,208 200 km,Citadino,Manual,,,,
2994,2018,,Diesel,Usados,8074401861,Opel,170 cv,30 867 km,Monovolume,Manual,,46UD40,Sim,
2995,2012,,Diesel,Usados,8075599668,BMW,313 cv,160 000 km,Sedan,,,,Sim,Série 7
2996,2011,Classe 1,Diesel,Usados,8074265605,Citroën,115 cv,205 577 km,Utilitário,Automática,Nacional,,,
2997,1997,Classe 1,Gasolina,Usados,8046292103,Mercedes-Benz,200 cv,300 000 km,Cabrio,Manual,Importado,,,Classe SL
2998,2019,Classe 1,Gasolina,Usados,8073362034,Peugeot,82 cv,11 000 km,SUV / TT,,Nacional,,Sim,
2999,2019,Classe 1,Diesel,Usados,8061627833,Mercedes-Benz,194 cv,2 879 km,Carrinha,Automática,Nacional,,,Classe C
3000,2009,Classe 1,Híbrido (Gasolina),Usados,8074275006,Honda,90 cv,140 000 km,Utilitário,Automática,Nacional,,Sim,
3001,2011,,Diesel,Usados,8075595043,Fiat,95 cv,100 000 km,Cabrio,Manual,Nacional,,Sim,
3002,2019,Classe 1,Gasolina,Usados,8075599190,Renault,90 cv,19 500 km,Citadino,Manual,Nacional,,,
3003,2019,,Gasolina,Usados,8074222901,Ford,85 cv,29 297 km,Citadino,Manual,Nacional,83-XE-49,Sim,
3004,2015,,Diesel,Usados,8067770172,Renault,110 cv,35 000 km,Utilitário,,,,,
3005,2017,,Gasolina,Usados,8071226197,Fiat,67 cv,31 476 km,Citadino,,Nacional,,Sim,
3006,2019,Classe 1,Gasolina,Usados,8075599190,Renault,90 cv,19 500 km,Citadino,Manual,Nacional,,,
3007,2009,Classe 1,Gasolina,Usados,8045948258,Mercedes-Benz,184 cv,75 651 km,Cabrio,Manual,Nacional,32-HI-23,,Classe SLK
3008,2014,Classe 1,Diesel,Usados,8073889313,Citroën,81 cv,46 824 km,Citadino,Manual,Nacional,,,
3009,2013,Classe 1,Diesel,Usados,8059942612,Skoda,75 cv,96 660 km,Carrinha,Manual,Nacional,64-OE-37,Sim,
3010,2018,,Gasolina,Usados,8068026989,SEAT,75 cv,34 283 km,Utilitário,Manual,,53UH51,Sim,
3011,2018,,Híbrido (Gasolina),Usados,8066332508,Toyota,136 cv,37 000 km,Utilitário,Automática,Nacional,13-UI-67,Sim,
3012,2007,,Gasolina,Usados,8075599488,Toyota,69 cv,195 923 km,Citadino,Manual,Nacional,,,
3013,2016,,Diesel,Usados,8074226540,Jaguar,179 cv,165 206 km,Sedan,Manual,Nacional,57-RB-07,Sim,
3014,2016,,Diesel,Usados,8064208547,Mercedes-Benz,110 cv,107 000 km,Sedan,Automática,,13-ZI-41,Sim,Classe CLA
3015,2018,,Híbrido (Gasolina),Usados,8066332508,Toyota,136 cv,37 000 km,Utilitário,Automática,Nacional,13-UI-67,Sim,
3016,2018,Classe 1,Gasolina,Usados,8071354982,Fiat,69 cv,40 000 km,Pequeno citadino,,Nacional,,Sim,
3017,2019,Classe 1,Diesel,Usados,8059942591,Toyota,90 cv,5 497 km,Utilitário,Manual,Nacional,08-XP-73,,
3018,2005,Classe 1,Diesel,Usados,8075598995,BMW,150 cv,228 000 km,SUV / TT,Manual,Nacional,00-00-00,,Série X
3019,2005,Classe 1,Diesel,Usados,8051045042,Peugeot,68 cv,233 162 km,Carrinha,Manual,Nacional,,,
3020,2016,,Diesel,Usados,8064208547,Mercedes-Benz,110 cv,107 000 km,Sedan,Automática,,13-ZI-41,Sim,Classe CLA
3021,2017,,Diesel,Usados,8074535698,Mercedes-Benz,110 cv,56 400 km,Carrinha,Manual,Nacional,76-SN-52,Sim,Classe CLA
3022,2006,,Gasolina,Usados,8058573799,Mitsubishi,82 cv,133 000 km,Sedan,Manual,Nacional,,Sim,
3023,2008,Classe 1,Gasolina,Usados,8071829234,Peugeot,95 cv,151 272 km,Carrinha,Manual,Nacional,,,
3024,2017,,Diesel,Usados,8074535676,Mercedes-Benz,110 cv,58 863 km,Carrinha,Manual,Nacional,57-SQ-02,Sim,Classe CLA
3025,2016,Classe 1,Diesel,Usados,8071354777,Opel,110 cv,62 000 km,Carrinha,,Nacional,,Sim,
3026,2019,Classe 1,Gasolina,Usados,8074274044,Peugeot,82 cv,25 682 km,Citadino,Manual,Nacional,,Sim,
3027,2014,,GPL,Usados,8075598976,Fiat,77 cv,124 000 km,Citadino,Manual,Nacional,,Sim,
3028,2015,,Diesel,Usados,8074400695,Peugeot,150 cv,129 581 km,Carrinha,Manual,,70QQ36,Sim,
3029,2019,Classe 1,Gasolina,Usados,8075599190,Renault,90 cv,19 500 km,Citadino,Manual,Nacional,,,
3030,2015,Classe 1,Diesel,Usados,8071077272,Peugeot,95 cv,149 000 km,SUV / TT,Manual,,,Sim,
3031,2018,,Gasolina,Usados,8074226522,Audi,95 cv,36 020 km,Citadino,Manual,Nacional,35-UP-84,Sim,
3032,2015,Classe 1,Diesel,Usados,8071355071,Peugeot,120 cv,133 000 km,Utilitário,,Nacional,,Sim,
3033,2016,Classe 1,Gasolina,Usados,8065425850,MINI,231 cv,58 000 km,Citadino,Manual,Nacional,,,
3034,2019,,Gasolina,Usados,8075599270,Opel,105 cv,23 200 km,Utilitário,Manual,,,,
3035,2016,,Gasolina,Usados,8075599235,Honda,130 cv,37 927 km,SUV / TT,Automática,Nacional,,,
3036,2006,Classe 1,Gasolina,Usados,8070243577,Honda,83 cv,118 923 km,Utilitário,Automática,Nacional,,,
3037,2003,,Gasolina,Usados,8070587956,VW,105 cv,178 000 km,Utilitário,,,,,
3038,2009,Classe 1,Gasolina,Usados,8045948258,Mercedes-Benz,184 cv,75 651 km,Cabrio,Manual,Nacional,32-HI-23,,Classe SLK
3039,2006,Classe 1,Diesel,Usados,8058573214,Peugeot,90 cv,157 000 km,Citadino,Manual,Importado,,Sim,
3040,2017,,Diesel,Usados,8071224074,Opel,95 cv,43 539 km,Carrinha,,Nacional,,Sim,
3041,2015,Classe 1,Diesel,Usados,8070663775,Ford,120 cv,38 547 km,Carrinha,Manual,Nacional,,Sim,
3042,2011,Classe 1,Diesel,Usados,8075595820,Toyota,150 cv,205 000 km,Sedan,Manual,Nacional,,,
3043,2002,,Diesel,Usados,8074272197,Honda,100 cv,361 830 km,Citadino,Manual,Nacional,00-00-00,,
3044,2018,,Gasolina,Usados,8072362951,Opel,70 cv,37 985 km,Citadino,Manual,Nacional,,,
3045,2019,Classe 1,Gasolina,Usados,8075598587,Opel,70 cv,24 100 km,Pequeno citadino,Manual,Nacional,,,
3046,2007,Classe 1,Gasolina,Usados,8072260565,MINI,175 cv,150 000 km,Citadino,Manual,Nacional,,Sim,
3047,2020,Classe 1,Gasolina,Usados,8075603775,Renault,100 cv,700 km,SUV / TT,Manual,Nacional,,,
3048,2015,Classe 1,Diesel,Usados,8072310325,Mercedes-Benz,136 cv,160 000 km,SUV / TT,Automática,Nacional,,Sim,Classe GLA
3049,2015,Classe 1,Diesel,Usados,8075598919,Renault,110 cv,100 000 km,Monovolume,Manual,Nacional,,Sim,
3050,2017,,Diesel,Usados,8071230512,Opel,95 cv,57 476 km,Utilitário,,Nacional,,Sim,
3051,2016,,Diesel,Usados,8071342703,SEAT,150 cv,50 669 km,Monovolume,,Nacional,,Sim,
3052,2003,Classe 1,Diesel,Usados,8052151858,Peugeot,136 cv,230 000 km,Carrinha,Manual,Nacional,,Sim,
3053,2016,,Diesel,Usados,8064208547,Mercedes-Benz,110 cv,107 000 km,Sedan,Automática,,13-ZI-41,Sim,Classe CLA
3054,2011,,Diesel,Usados,8075598065,Alfa Romeo,105 cv,220 000 km,Utilitário,,,,Sim,
3055,2015,Classe 1,Diesel,Usados,8075611039,Skoda,90 cv,68 100 km,Carrinha,Manual,Nacional,,Sim,
3056,2017,,Diesel,Usados,8071102655,Audi,110 cv,65 038 km,Cabrio,,Nacional,,Sim,
3057,2015,,Diesel,Usados,8074399689,VW,90 cv,72 888 km,Utilitário,Manual,,22QM56,Sim,
3058,2004,,Diesel,Usados,8067546599,Audi,163 cv,264 252 km,Carrinha,Manual,Nacional,,,
3059,2011,,Diesel,Usados,8072911331,SEAT,75 cv,97 813 km,Citadino,Manual,,,,
3060,2020,Classe 1,Gasolina,Usados,8075603775,Renault,100 cv,700 km,SUV / TT,Manual,Nacional,,,
3061,2016,,Diesel,Usados,8064208547,Mercedes-Benz,110 cv,107 000 km,Sedan,Automática,,13-ZI-41,Sim,Classe CLA
3062,2019,Classe 1,Diesel,Usados,8075585452,Renault,85 cv,9 000 km,Citadino,Manual,Nacional,,,
3063,2011,,Diesel,Usados,8066127427,Ford,95 cv,175 102 km,Citadino,Manual,,,,
3064,2017,Classe 1,Diesel,Usados,8071002733,Renault,110 cv,41 894 km,Carrinha,Manual,Nacional,94-TO-11,Sim,
3065,2016,,Diesel,Usados,8071100183,Audi,110 cv,69 263 km,Utilitário,,Nacional,,Sim,
3066,2005,Classe 1,Diesel,Usados,8075598995,BMW,150 cv,228 000 km,SUV / TT,Manual,Nacional,00-00-00,,Série X
3067,2019,Classe 1,Diesel,Usados,8075585452,Renault,85 cv,9 000 km,Citadino,Manual,Nacional,,,
3068,2015,Classe 1,Diesel,Usados,8075611039,Skoda,90 cv,68 100 km,Carrinha,Manual,Nacional,,Sim,
3069,2005,Classe 1,Diesel,Usados,8073039001,SEAT,75 cv,360 000 km,Citadino,Manual,Nacional,,Sim,
3070,2011,,Diesel,Usados,8075597977,Outra não listada,5 cv,21 940 km,Pequeno citadino,,,,,
3071,2014,Classe 1,Gasolina,Usados,8074387467,Citroën,82 cv,74 817 km,Citadino,Manual,Nacional,00-00-00,Sim,
3072,2014,,GPL,Usados,8075598976,Fiat,77 cv,124 000 km,Citadino,Manual,Nacional,,Sim,
3073,2014,Classe 1,Diesel,Usados,8072332719,Renault,110 cv,149 000 km,Carrinha,Manual,Nacional,,Sim,
3074,2016,,Diesel,Usados,8074399627,VW,120 cv,38 536 km,Carrinha,Manual,,24SB47,Sim,
3075,2004,Classe 1,Gasolina,Usados,8058573461,BMW,115 cv,160 000 km,Sedan,Manual,Nacional,,Sim,Série 3
3076,2015,,Diesel,Usados,8074399476,VW,120 cv,141 134 km,Carrinha,Manual,,87QE73,Sim,
3077,2012,,Diesel,Usados,8072365919,Volvo,115 cv,99 210 km,Coupé,Manual,Importado,,,
3078,2014,,Gasolina,Usados,8075598334,Fiat,69 cv,90 000 km,Cabrio,Manual,Nacional,,Sim,
3079,2014,Classe 1,Diesel,Usados,8073035945,Mercedes-Benz,109 cv,159 000 km,Utilitário,Manual,Nacional,,Sim,Classe A
3080,2017,,Híbrido (Gasolina),Usados,8075597275,BMW,252 cv,21 900 km,Sedan,Automática,,,Sim,Série 5
3081,2018,Classe 1,Gasolina,Usados,8064827460,VW,75 cv,28 241 km,Citadino,Manual,Nacional,90-UV-32,,
3082,2013,Classe 1,Diesel,Usados,8072926213,Opel,95 cv,203 000 km,Citadino,Manual,Nacional,,,
3083,2010,Classe 1,Diesel,Usados,8067083421,Nissan,105 cv,156 000 km,SUV / TT,Manual,,,,
3084,2016,Classe 1,Diesel,Usados,8069294074,BMW,190 cv,67 000 km,Sedan,Automática,Nacional,09-RM-65,,Série 4
3085,2013,Classe 1,Diesel,Usados,8072926213,Opel,95 cv,203 000 km,Citadino,Manual,Nacional,,,
3086,2011,Classe 1,Diesel,Usados,8075595820,Toyota,150 cv,205 000 km,Sedan,Manual,Nacional,,,
3087,2009,,Diesel,Usados,8059887309,Audi,140 cv,289 000 km,Carrinha,Manual,Nacional,,,
3088,2017,Classe 1,Diesel,Usados,8075593532,VW,150 cv,19 000 km,SUV / TT,Automática,Nacional,,,
3089,2014,,Diesel,Usados,8061940554,Mercedes-Benz,204 cv,72 154 km,Carrinha,Automática,Nacional,55-PH-11,,Classe E
3090,2016,Classe 1,Diesel,Usados,8067799498,VW,110 cv,142 158 km,Carrinha,Manual,Nacional,,Sim,
3091,2007,Classe 1,Diesel,Usados,8067424017,Hyundai,155 cv,218 000 km,SUV / TT,Automática,Nacional,,,
3092,2013,Classe 1,Diesel,Usados,8064829644,Renault,90 cv,204 600 km,Carrinha,Manual,,,,
3093,2016,Classe 1,Diesel,Usados,8061940881,Volvo,181 cv,116 000 km,SUV / TT,Automática,Nacional,17-RL-12,,
3094,2013,Classe 1,Diesel,Usados,8072342575,BMW,143 cv,179 000 km,Carrinha,Manual,,,,Série 3
3095,2019,,Diesel,Usados,8075597603,Bentley,435 cv,31 163 km,SUV / TT,,,,,
3096,2019,Classe 1,Diesel,Usados,8062315894,MINI,116 cv,80 km,Carrinha,,Nacional,,Sim,
3097,2016,,Diesel,Usados,8072372893,Renault,90 cv,140 000 km,Carrinha,Manual,,00-00-00,,
3098,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Nacional,27-VB-78,Sim,Série 3
3099,2016,,Diesel,Usados,8074398414,Nissan,110 cv,50 256 km,SUV / TT,Manual,,21SI08,Sim,
3100,2017,Classe 1,Gasolina,Usados,8072873802,Mercedes-Benz,122 cv,42 500 km,Carrinha,Automática,,,,Classe CLA
3101,2015,,Diesel,Usados,8074398925,Mercedes-Benz,109 cv,77 693 km,Utilitário,Manual,,06QD41,Sim,Classe A
3102,2012,Classe 1,Diesel,Usados,8059189642,BMW,184 cv,153 983 km,Carrinha,Manual,Importado,68-TI-32 ...,,Série 3
3103,2002,Classe 1,Diesel,Usados,8059246666,Audi,75 cv,190 000 km,Citadino,Manual,,,,
3104,2010,,Diesel,Usados,8074515031,SEAT,105 cv,130 000 km,Monovolume,,,,,
3105,2017,Classe 1,Diesel,Usados,8075598035,Mercedes-Benz,177 cv,97 000 km,Carrinha,Automática,,,,Classe CLA
3106,2018,Classe 1,Diesel,Usados,8063340536,Mercedes-Benz,136 cv,28 254 km,Sedan,Automática,Nacional,18-UR-63,,Classe C
3107,2018,Classe 1,Diesel,Usados,8063336460,Mercedes-Benz,136 cv,23 500 km,Coupé,Automática,Nacional,,Sim,Classe CLA
3108,2019,Classe 1,Diesel,Usados,8062315894,MINI,116 cv,80 km,Carrinha,,Nacional,,Sim,
3109,2019,Classe 1,Gasolina,Usados,8075596963,Renault,90 cv,17 000 km,SUV / TT,Manual,Nacional,,,
3110,2017,Classe 1,Diesel,Usados,8063338516,Mercedes-Benz,136 cv,15 000 km,Sedan,Manual,Nacional,,Sim,Classe C
3111,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Nacional,27-VB-78,Sim,Série 3
3112,2009,Classe 1,Gasolina,Usados,8053397314,Nissan,115 cv,117 060 km,SUV / TT,Manual,Nacional,,,
3113,2016,Classe 1,Diesel,Usados,8071084929,Audi,218 cv,59 000 km,Sedan,Automática,Nacional,73-RR-33,,
3114,2016,Classe 1,Diesel,Usados,8072161898,Audi,150 cv,79 000 km,Sedan,Manual,Nacional,43-RS-20,,
3115,2019,,Diesel,Usados,8075598187,Renault,90 cv,20 500 km,Citadino,,Nacional,,,
3116,2013,Classe 1,Gasolina,Usados,8075597774,Opel,70 cv,80 000 km,Pequeno citadino,Manual,,,Sim,
3117,2016,,Diesel,Usados,8074399110,Volvo,120 cv,51 244 km,Utilitário,Manual,,90SH80,Sim,
3118,2016,Classe 1,Diesel,Usados,8071081184,BMW,95 cv,30 564 km,Utilitário,Manual,,,,Série 1
3119,2009,Classe 1,Gasolina,Usados,8053397314,Nissan,115 cv,117 060 km,SUV / TT,Manual,Nacional,,,
3120,2019,Classe 1,Diesel,Usados,8075522344,BMW,116 cv,450 km,Citadino,,Nacional,,Sim,Série 1
3121,2010,Classe 1,Gasolina,Usados,8061965188,Opel,90 cv,140 000 km,Utilitário,Manual,Nacional,,,
3122,2018,Classe 1,Diesel,Usados,8074279188,Peugeot,99 cv,116 800 km,Carrinha,Manual,Nacional,02-UM-70,,
3123,2015,Classe 1,Gasolina,Usados,8063949656,Mercedes-Benz,360 cv,83 500 km,Utilitário,Automática,Importado,,Sim,Classe A
3124,2019,,Gasolina,Usados,8070972608,Citroën,110 cv,15 910 km,Utilitário,Manual,Nacional,33-XB-56,Sim,
3125,2016,Classe 1,Diesel,Usados,8067784070,VW,110 cv,58 000 km,Utilitário,Automática,Nacional,,Sim,
3126,2018,,Diesel,Usados,8063106461,Citroën,115 cv,31 890 km,Monovolume,Manual,Nacional,27-UP-26,Sim,
3127,2015,,Diesel,Usados,8075748070,Kia,136 cv,91 437 km,Monovolume,Manual,Nacional,,,
3128,2010,,Diesel,Usados,8072372928,Audi,170 cv,210 000 km,Sedan,Automática,,00-00-00,,
3129,2019,,Diesel,Usados,8070972630,Citroën,130 cv,9 100 km,Monovolume,Manual,Nacional,25-XL-72,Sim,
3130,2001,,Diesel,Usados,8065356627,VW,115 cv,280 000 km,Monovolume,Manual,,,,
3131,2016,,Diesel,Usados,8074396280,Peugeot,180 cv,58 503 km,Carrinha,Automática,,22SA16,Sim,
3132,2003,Classe 1,Diesel,Usados,8036038196,Skoda,130 cv,338 932 km,Sedan,Manual,Nacional,,Sim,
3133,1998,Classe 1,Gasolina,Usados,8075596411,Mercedes-Benz,193 cv,180 000 km,Coupé,Manual,,,Sim,Classe CLK
3134,2019,,Gasolina,Usados,8070972584,Citroën,110 cv,13 780 km,Utilitário,Manual,Nacional,16-XA-15,Sim,
3135,2004,,Gasolina,Usados,8075596419,Honda,90 cv,170 km,Utilitário,Manual,,,,
3136,2016,,Diesel,Usados,8067780137,Mercedes-Benz,110 cv,148 000 km,Utilitário,Manual,,,,Classe A
3137,2016,Classe 1,Diesel,Usados,8071081184,BMW,95 cv,30 564 km,Utilitário,Manual,,,,Série 1
3138,2019,Classe 1,Diesel,Usados,8075522344,BMW,116 cv,450 km,Citadino,,Nacional,,Sim,Série 1
3139,2011,,Diesel,Usados,8075596200,Renault,90 cv,140 000 km,Utilitário,,,,Sim,
3140,2015,,Diesel,Usados,8075748070,Kia,136 cv,91 437 km,Monovolume,Manual,Nacional,,,
3141,2014,,Diesel,Usados,8050794440,Mazda,150 cv,245 000 km,Sedan,Manual,Nacional,,Sim,
3142,2017,,Diesel,Usados,8075573688,SEAT,115 cv,100 239 km,Carrinha,Manual,Nacional,50-SQ-19,Sim,
3143,2011,Classe 1,Diesel,Usados,8074217444,Audi,90 cv,104 000 km,Citadino,Manual,Nacional,,,
3144,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,Nacional,,,
3145,2016,Classe 1,Diesel,Usados,8071087222,Renault,110 cv,162 000 km,Carrinha,Manual,Importado,,Sim,
3146,2014,Classe 1,Diesel,Usados,8074279311,VW,105 cv,91 700 km,Carrinha,Manual,Nacional,20-PB-74,,
3147,2018,,Eléctrico,Usados,8074358975,Citroën,67 cv,7 080 km,Carrinha,Automática,Nacional,85-VU-46,Sim,
3148,2016,,Diesel,Usados,8072372893,Renault,90 cv,140 000 km,Carrinha,Manual,,00-00-00,,
3149,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,Manual,Nacional,,,
3150,2018,,Eléctrico,Usados,8074358975,Citroën,67 cv,7 080 km,Carrinha,Automática,Nacional,85-VU-46,Sim,
3151,2008,,Diesel,Usados,8075595697,Audi,143 cv,291 222 km,Carrinha,,,,,
3152,2015,,Diesel,Usados,8071086968,Opel,95 cv,110 340 km,Citadino,Manual,Nacional,56-PR-66,,
3153,2019,Classe 1,Gasolina,Usados,8075596963,Renault,90 cv,17 000 km,SUV / TT,Manual,Nacional,,,
3154,2019,,Gasolina,Usados,8070972619,Citroën,110 cv,13 270 km,Utilitário,Manual,Nacional,80-VZ-98,Sim,
3155,2014,Classe 1,Diesel,Usados,8074279387,VW,105 cv,107 600 km,Carrinha,Manual,Nacional,83-PC-74,,
3156,2016,,Diesel,Usados,8075596386,Opel,110 cv,135 km,Carrinha,Manual,,,,
3157,2017,,Gasolina,Usados,8072251196,Audi,95 cv,82 000 km,Citadino,Manual,,,,
3158,2017,,Diesel,Usados,8075573837,Renault,90 cv,80 387 km,Carrinha,Manual,Nacional,61-TM-96,Sim,
3159,2015,,Diesel,Usados,8074395981,Renault,130 cv,125 408 km,Monovolume,Manual,,28PZ12,Sim,
3160,2015,,Diesel,Usados,8072989130,Renault,160 cv,105 000 km,Monovolume,,,,,
3161,2017,,Diesel,Usados,8057789380,Mercedes-Benz,110 cv,83 000 km,Utilitário,Manual,,,,Classe A
3162,2017,,Diesel,Usados,8075573688,SEAT,115 cv,100 239 km,Carrinha,Manual,Nacional,50-SQ-19,Sim,
3163,2017,Classe 1,Diesel,Usados,8074302764,Peugeot,100 cv,48 000 km,SUV / TT,Automática,,,,
3164,2017,Classe 1,Diesel,Usados,8062259850,Mercedes-Benz,110 cv,139 000 km,Carrinha,Manual,,,,Classe CLA
3165,2014,,Diesel,Usados,8075574015,Renault,95 cv,198 612 km,Carrinha,Manual,Nacional,94-PE-25,Sim,
3166,2018,Classe 1,Diesel,Usados,8070603527,Opel,95 cv,29 100 km,Citadino,Manual,Nacional,40-UE-70,Sim,
3167,2016,,Diesel,Usados,8067780137,Mercedes-Benz,110 cv,148 000 km,Utilitário,Manual,,,,Classe A
3168,2016,Classe 1,Diesel,Usados,8060056669,VW,150 cv,145 000 km,Utilitário,Manual,,,,
3169,2015,Classe 1,Híbrido (Diesel),Usados,8075586724,Mercedes-Benz,204 cv,65 600 km,Sedan,Automática,,,,Classe S
3170,2004,Classe 1,Diesel,Usados,8066945899,Fiat,75 cv,320 000 km,Citadino,Manual,Nacional,,,
3171,2018,,Diesel,Usados,8072086781,Mercedes-Benz,116 cv,14 900 km,Utilitário,Automática,,,,Classe A
3172,2015,Classe 1,Híbrido (Diesel),Usados,8045189340,Peugeot,200 cv,114 038 km,Carrinha,Automática,Nacional,,Sim,
3173,2014,Classe 1,Diesel,Usados,8055930801,Renault,130 cv,98 500 km,Carrinha,Manual,,,,
3174,2014,Classe 1,Diesel,Usados,8043989483,VW,105 cv,119 981 km,Carrinha,Manual,Nacional,,Sim,
3175,2011,,Diesel,Usados,8059650020,BMW,143 cv,180 000 km,SUV / TT,Manual,,,,Série X
3176,2017,Classe 1,Diesel,Usados,8062261512,Renault,110 cv,132 000 km,Utilitário,Manual,,,,
3177,2015,Classe 1,Diesel,Usados,8072183309,Mercedes-Benz,136 cv,112 000 km,Sedan,Automática,,,,Classe C
3178,2017,Classe 1,Gasolina,Usados,8073037865,Fiat,69 cv,58 065 km,Pequeno citadino,Manual,Nacional,,Sim,
3179,2017,Classe 1,Diesel,Usados,8054966564,Fiat,95 cv,69 451 km,SUV / TT,Manual,Nacional,55-TF-70,,
3180,2015,,Diesel,Usados,8072989130,Renault,160 cv,105 000 km,Monovolume,,,,,
3181,2014,,Diesel,Usados,8054971741,VW,75 cv,109 000 km,Citadino,Manual,,,Sim,
3182,2009,Classe 1,Gasolina,Usados,8073351184,Porsche,385 cv,124 950 km,Cabrio,Automática,Nacional,,Sim,911 (Todos)
3183,2017,Classe 1,Diesel,Usados,8064833690,Audi,190 cv,51 557 km,Sedan,Automática,Nacional,,Sim,
3184,2009,,Diesel,Usados,8075595226,SEAT,130 cv,236 609 km,Monovolume,,,,,
3185,2016,Classe 1,Diesel,Usados,8072336491,Nissan,110 cv,109 888 km,SUV / TT,Manual,Nacional,,Sim,
3186,2015,,Diesel,Usados,8074395393,BMW,258 cv,65 382 km,Carrinha,Automática,,69QN92,Sim,Série 5
3187,2014,,Diesel,Usados,8061029592,Mercedes-Benz,115 cv,117 000 km,Utilitário,Manual,,,,Classe A
3188,2017,Classe 1,Diesel,Usados,8072012521,BMW,150 cv,38 825 km,Carrinha,Manual,Nacional,,Sim,Série 3
3189,2018,Classe 1,Diesel,Usados,8070603527,Opel,95 cv,29 100 km,Citadino,Manual,Nacional,40-UE-70,Sim,
3190,2019,,Diesel,Usados,8066920150,SEAT,115 cv,26 970 km,Carrinha,Manual,,,,
3191,2017,,Diesel,Usados,8060916277,Peugeot,100 cv,141 000 km,SUV / TT,Manual,,34-XF-98,Sim,
3192,2011,Classe 1,Diesel,Usados,8012658267,Alfa Romeo,105 cv,131 000 km,Utilitário,Manual,,,Sim,
3193,2015,,Diesel,Usados,8071086968,Opel,95 cv,110 340 km,Citadino,Manual,Nacional,56-PR-66,,
3194,2016,Classe 1,Diesel,Usados,8073039433,Peugeot,100 cv,106 934 km,SUV / TT,Manual,Nacional,,Sim,
3195,2015,Classe 1,Diesel,Usados,8064834435,BMW,218 cv,109 096 km,Carrinha,Automática,Nacional,,Sim,Série 5
3196,2017,Classe 1,Diesel,Usados,8074302764,Peugeot,100 cv,48 000 km,SUV / TT,Automática,,,,
3197,2017,,Diesel,Usados,8060916277,Peugeot,100 cv,141 000 km,SUV / TT,Manual,,34-XF-98,Sim,
3198,2005,Classe 1,Diesel,Usados,8073971060,Renault,80 cv,290 000 km,Carrinha,Manual,Nacional,,,
3199,2010,,GPL,Usados,8074273165,Chevrolet,68 cv,135 168 km,Pequeno citadino,Manual,,,,
3200,2016,Classe 1,Diesel,Usados,8073092235,Renault,110 cv,135 000 km,Carrinha,Manual,Nacional,,Sim,
3201,2016,,Diesel,Usados,8075595433,VW,110 cv,127 446 km,Carrinha,,,,,
3202,2018,,Diesel,Usados,8067861243,Mercedes-Benz,136 cv,19 618 km,Sedan,Automática,Nacional,29-UV-79,,Classe C
3203,2016,,Diesel,Usados,8064208547,Mercedes-Benz,110 cv,107 000 km,Sedan,Automática,,13-ZI-41,Sim,Classe CLA
3204,2017,Classe 1,Diesel,Usados,8074302764,Peugeot,100 cv,48 000 km,SUV / TT,Automática,,,,
3205,2015,Classe 1,Diesel,Usados,8067863303,Opel,95 cv,73 000 km,Citadino,Manual,Nacional,26-QB-55,,
3206,2010,Classe 1,Diesel,Usados,8067860785,Toyota,126 cv,143 305 km,Carrinha,Manual,Nacional,90-IV-73,,
3207,2017,Classe 1,Diesel,Usados,8071085227,Renault,110 cv,54 005 km,Utilitário,Manual,Nacional,,,
3208,2017,Classe 1,Gasolina,Usados,8075595356,SEAT,75 cv,65 478 km,Citadino,Manual,Nacional,00-TE-24,Sim,
3209,2014,Classe 1,Diesel,Usados,8073530448,Mercedes-Benz,109 cv,140 000 km,Utilitário,Automática,Nacional,,,Classe A
3210,2014,,Diesel,Usados,8066438409,BMW,143 cv,125 000 km,Carrinha,,,,,Série 3
3211,2016,,Diesel,Usados,8064208547,Mercedes-Benz,110 cv,107 000 km,Sedan,Automática,,13-ZI-41,Sim,Classe CLA
3212,2015,Classe 1,Diesel,Usados,8074279001,VW,110 cv,108 000 km,Carrinha,Manual,Nacional,,Sim,
3213,2013,Classe 1,Diesel,Usados,8071206069,Mercedes-Benz,109 cv,127 000 km,Utilitário,Manual,,86-UQ-90,Sim,Classe A
3214,2010,Classe 1,Diesel,Usados,8075595598,Mercedes-Benz,231 cv,119 000 km,Coupé,Automática,Nacional,00-00-00,,Classe E
3215,2012,Classe 1,Diesel,Usados,8068832150,Skoda,110 cv,350 000 km,SUV / TT,Manual,Nacional,,Sim,
3216,2019,Classe 1,Gasolina,Usados,8074271884,Fiat,120 cv,4 km,SUV / TT,Manual,,,,
3217,2018,,Diesel,Usados,8067863476,Mercedes-Benz,136 cv,23 910 km,SUV / TT,Automática,Nacional,23-VT-29,,Classe GLA
